Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
2020-07-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,404.0,1.6,0.79,1.99,
2020-07-17,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,146.0,1.48,1.48,1.48,
2020-07-17,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,265.0,1.97,0.79,1.99,
2020-07-17,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,384.0,0.99,0.69,0.99,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,10.0,0.89,0.89,0.89,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,420.0,1.91,0.5,2.49,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,426.0,0.88,0.33,0.99,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,152.0,2.99,2.99,2.99,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,190.0,1.99,1.99,1.99,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,10.0,0.89,0.89,0.89,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,10.0,0.89,0.89,0.89,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,152.0,2.99,2.99,2.99,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,10.0,0.89,0.89,0.89,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,50.0,1.99,1.99,1.99,
2020-07-24,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,41.0,0.75,0.5,0.79,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,221.0,1.01,0.79,1.69,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,12.0,1.69,1.69,1.69,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,314.0,1.79,0.5,1.99,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,150.0,1.48,1.48,1.49,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,342.0,1.63,0.33,1.99,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,3 lb bag,35.0,3.99,3.99,3.99,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,45.0,0.49,0.49,0.49,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,146.0,0.98,0.98,0.98,
2020-07-31,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,52.0,0.37,0.33,0.79,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,4.0,1.99,1.99,1.99,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,529.0,1.99,0.69,2.49,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,281.0,2.28,1.59,3.29,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,323.0,1.2,0.37,2.29,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,4.0,1.99,1.99,1.99,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,123.0,2.17,0.69,2.29,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,152.0,1.59,1.59,1.59,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,113.0,2.99,2.99,2.99,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,259.0,1.86,0.98,2.99,
2020-08-07,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,299.0,1.51,0.99,2.29,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,4.0,1.99,1.99,1.99,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,138.0,0.85,0.5,1.19,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,8.0,2.98,2.98,2.98,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,408.0,0.99,0.69,1.99,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,298.0,3.24,2.98,3.49,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,107.0,1.7,1.69,1.99,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,10.0,0.69,0.69,0.69,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,15.0,0.69,0.69,0.69,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,12.0,1.49,1.49,1.49,
2020-08-14,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,1.0,0.99,0.99,0.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,356.0,3.99,3.99,3.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,495.0,0.97,0.89,0.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,356.0,3.99,3.99,3.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,822.0,1.42,0.5,1.99,39.0
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,103.0,1.69,1.69,1.69,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,5.0,0.99,0.99,0.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,356.0,3.99,3.99,3.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,446.0,1.58,0.5,1.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,356.0,4.99,4.99,4.99,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,146.0,0.98,0.98,0.98,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,12.0,1.49,1.49,1.49,
2020-08-21,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,570.0,0.97,0.33,0.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,254.0,3.69,3.49,3.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,70.0,0.66,0.59,0.98,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,113.0,2.99,2.99,2.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,254.0,3.69,3.49,3.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,906.0,0.98,0.5,1.99,35.0
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,790.0,2.17,1.78,2.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,254.0,3.69,3.49,3.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,219.0,0.99,0.98,0.99,
2020-08-28,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,46.0,1.99,1.99,1.99,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,131.0,0.81,0.5,0.89,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,28.0,1.89,1.89,1.89,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,14.0,1.88,1.88,1.88,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,202.0,1.34,0.5,1.49,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,35.0,3.89,3.89,3.89,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,142.0,1.83,1.59,2.49,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,15.0,0.63,0.5,0.89,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,10.0,0.5,0.5,0.5,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,73.0,3.04,2.99,3.49,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,4.0,2.77,2.77,2.77,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,11.0,0.88,0.88,0.88,
2020-09-04,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,74.0,0.62,0.5,0.89,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,56.0,2.5,2.5,2.5,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,140.0,1.36,0.5,1.47,81.0
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,26.0,2.49,2.49,2.49,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,56.0,2.5,2.5,2.5,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1283.0,1.1,0.5,1.99,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13.0,3.99,3.99,3.99,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,37.0,1.7,1.48,1.99,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,47.0,0.33,0.33,0.33,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,56.0,2.5,2.5,2.5,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,159.0,0.66,0.33,1.89,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,728.0,1.98,1.25,2.99,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,4.0,2.77,2.77,2.77,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,56.0,2.5,2.5,2.5,
2020-09-11,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,58.0,0.67,0.5,0.89,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,350.0,2.99,2.99,2.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,570.0,0.98,0.5,1.5,33.0
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,620.0,2.49,1.77,2.49,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,350.0,2.99,2.99,2.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,935.0,1.04,0.5,1.69,1.0
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,152.0,2.99,2.99,2.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13.0,3.99,3.99,3.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,808.0,2.04,1.49,2.49,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,10.0,0.5,0.5,0.5,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,350.0,2.99,2.99,2.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,244.0,0.85,0.5,0.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,152.0,2.99,2.99,2.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,8.0,2.49,2.49,2.49,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,35.0,2.29,2.29,2.29,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,61.0,2.74,2.69,3.49,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,53.0,0.99,0.98,0.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,350.0,2.99,2.99,2.99,
2020-09-18,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,21.0,0.67,0.33,0.98,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,990.0,1.3,0.5,1.49,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,113.0,2.99,2.99,2.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,581.0,2.21,1.77,2.49,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1687.0,1.37,0.33,1.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,191.0,2.26,1.5,2.5,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,126.0,3.09,2.99,3.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,345.0,1.96,1.49,1.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,10.0,0.5,0.5,0.5,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,1052.0,1.39,0.5,1.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,318.0,1.99,1.99,1.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,734.0,1.74,1.48,1.99,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,4.0,3.49,3.49,3.49,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,8.0,1.49,1.49,1.49,
2020-09-25,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,390.0,0.98,0.5,0.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,20.0,1.99,1.99,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,1182.0,1.19,0.68,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,169.0,1.81,1.79,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,20.0,1.99,1.99,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1054.0,1.13,0.33,1.48,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,45.0,3.49,3.49,3.49,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,679.0,1.83,1.28,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,31.0,0.98,0.5,1.49,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,20.0,1.99,1.99,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,346.0,0.93,0.5,1.49,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,401.0,3.93,3.49,3.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,172.0,1.8,1.79,1.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,2 lb bag,181.0,2.8,1.99,3.0,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,692.0,2.5,0.99,2.99,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,558.0,2.99,2.99,3.49,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,1.0,1.69,1.69,1.69,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,53.0,0.91,0.5,1.49,
2020-10-02,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,557.0,4.02,3.99,4.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,154.0,0.78,0.33,1.99,5.0
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,688.0,3.67,2.5,3.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,371.0,2.26,1.69,2.49,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,542.0,3.99,3.99,3.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,764.0,0.97,0.5,2.49,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,688.0,3.67,2.5,3.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,692.0,1.9,0.98,2.29,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,15.0,0.5,0.5,0.5,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,557.0,4.02,3.99,4.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,251.0,0.84,0.5,0.98,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,694.0,3.77,2.99,3.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,953.0,1.6,0.87,2.99,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,334.0,1.94,1.88,3.49,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,9.0,1.29,1.29,1.29,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,11.0,1.48,1.48,1.48,
2020-10-09,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,57.0,0.5,0.5,0.5,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,8.0,0.88,0.88,0.88,100.0
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,704.0,1.1,0.5,1.49,1.0
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,241.0,1.61,0.98,2.49,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,96.0,2.99,2.99,2.99,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,1008.0,1.08,0.5,1.49,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,362.0,1.34,0.98,1.99,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,26.0,1.01,0.5,1.79,31.0
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,96.0,2.99,2.99,2.99,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,693.0,0.95,0.5,1.79,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,64.0,1.11,0.98,1.99,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,2 lb bag,35.0,2.29,2.29,2.29,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,588.0,1.54,0.88,1.99,1.0
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,529.0,3.84,2.88,3.99,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,16.0,1.34,0.88,1.79,50.0
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,152.0,1.89,1.89,1.89,
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,283.0,0.9,0.5,1.79,3.0
2020-10-16,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,8.0,1.79,1.79,1.79,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,196.0,0.86,0.5,1.29,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,36.0,1.29,1.29,1.29,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,328.0,2.31,1.29,2.49,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,1.0,3.0,3.0,3.0,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,710.0,1.11,0.69,1.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,23.0,1.68,1.28,1.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,101.0,0.96,0.88,1.79,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,272.0,0.88,0.5,1.79,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,17.0,1.99,1.99,1.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,225.0,3.99,3.99,3.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,261.0,1.46,0.88,2.99,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,444.0,3.21,2.88,3.49,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,8.0,1.79,1.79,1.79,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,8.0,3.49,3.49,3.49,
2020-10-23,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,340.0,0.94,0.69,1.79,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,113.0,1.79,1.79,1.79,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,2 lb bag,7.0,0.99,0.99,0.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,234.0,1.34,0.79,1.79,48.0
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,419.0,4.75,3.99,4.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,960.0,1.93,1.69,1.99,1.0
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,645.0,1.14,0.5,1.99,18.0
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,419.0,4.75,3.99,4.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,1264.0,1.92,1.49,2.49,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,624.0,1.06,0.5,1.79,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,419.0,4.75,3.99,4.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,390.0,1.72,1.49,2.49,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,1745.0,1.73,0.69,2.58,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,305.0,2.32,1.98,2.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,124.0,1.72,0.98,1.79,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,MCINTOSH,,,per pound,113.0,1.79,1.79,1.79,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,395.0,1.17,0.69,1.79,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,8.0,1.99,1.99,1.99,
2020-10-30,SOUTHWEST U.S.,FRUITS,APPLES,ROME,,,per pound,113.0,1.79,1.79,1.79,
